,artist,song,album,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
11544,Bullet For My Valentine,Begging For Mercy,Fever,36,0.333,0.955,7,-3.366,1,0.0806,0.000205,6.3e-05,0.496,0.303,181.971,235265,4
11545,Bullet For My Valentine,Pretty On The Outside,Fever,36,0.449,0.939,4,-3.523,0,0.0777,2.91e-05,8.25e-05,0.762,0.189,101.669,234707,3
11546,Bullet For My Valentine,4 Words (To Choke Upon),Fever,36,0.4,0.939,8,-3.569,1,0.0752,9.52e-05,3.39e-05,0.108,0.351,92.543,224119,4
11547,Bullet For My Valentine,Hand Of Blood,Fever,36,0.374,0.986,8,-2.71,1,0.0881,0.000195,0.0,0.073,0.496,94.593,216317,4
11548,Bullet For My Valentine,Cries In Vain,Fever,36,0.285,0.907,7,-4.012,0,0.198,0.00451,2.21e-06,0.0774,0.382,168.165,238562,4
11549,Bullet For My Valentine,Curses,Fever,36,0.237,0.81,0,-4.626,0,0.0513,0.00933,0.0,0.099,0.11,169.967,238701,4
11550,Bullet For My Valentine,No Control,Fever,36,0.515,0.956,0,-3.177,1,0.0839,0.000305,0.000373,0.218,0.412,96.051,213020,4
11551,Bullet For My Valentine,Just Another Star,Fever,36,0.433,0.965,8,-2.911,1,0.0971,0.000235,0.0,0.0536,0.459,98.037,173592,4
11552,Bullet For My Valentine,Tears Don't Fall - Acoustic Version,Fever,36,0.317,0.6,7,-5.768,0,0.0281,0.709,0.0,0.102,0.597,148.311,278129,4
11553,Bullet For My Valentine,The Last Fight - Acoustic Version,Fever,36,0.432,0.385,2,-8.998,0,0.0277,0.722,0.00949,0.09,0.219,158.877,277804,4
11554,Bullet For My Valentine,Hearts Burst Into Fire - Acoustic,Fever,36,0.409,0.533,3,-7.184,1,0.031,0.541,0.0,0.117,0.445,83.964,237076,4
11555,Bullet For My Valentine,Forever And Always - Acoustic,Fever,36,0.457,0.567,0,-7.818,1,0.0275,0.26,0.000122,0.271,0.326,153.795,258159,4
11556,Bullet For My Valentine,Say Goodnight - Acoustic Version,Fever,36,0.38,0.566,2,-7.4,0,0.033,0.273,0.0,0.111,0.321,115.903,193747,4
11557,Bullet For My Valentine,Your Betrayal,Fever,0,0.566,0.889,2,-4.424,0,0.0716,8.48e-05,9.07e-05,0.083,0.349,134.018,291427,4
11558,Bullet For My Valentine,Fever,Fever,0,0.433,0.962,0,-3.371,1,0.104,0.000278,0.0,0.268,0.3,173.06,237320,4
11559,Bullet For My Valentine,The Last Fight,Fever,0,0.296,0.973,7,-3.128,1,0.151,0.000379,0.0,0.298,0.301,184.321,259307,4
11560,Bullet For My Valentine,A Place Where You Belong,Fever,0,0.314,0.813,11,-3.878,0,0.0359,5.06e-05,0.00162,0.125,0.343,133.529,306467,4
11561,Bullet For My Valentine,Pleasure And Pain,Fever,0,0.46,0.952,8,-3.093,1,0.0544,3.97e-05,0.00181,0.381,0.495,89.998,233427,4
11562,Bullet For My Valentine,Alone,Fever,0,0.247,0.97,7,-3.527,1,0.0734,1.73e-05,0.00631,0.111,0.0791,112.98,356280,4
11563,Bullet For My Valentine,"Breaking Out, Breaking Down",Fever,0,0.39,0.934,4,-3.586,0,0.0542,4.91e-05,0.0,0.201,0.355,94.249,244387,4
11564,Bullet For My Valentine,Bittersweet Memories,Fever,0,0.443,0.884,3,-4.145,1,0.0452,0.000106,2.57e-06,0.189,0.2,142.048,308827,4
11565,Bullet For My Valentine,Dignity,Fever,0,0.441,0.933,5,-3.987,0,0.0796,0.000146,1.14e-05,0.318,0.358,93.53,269000,4
11566,Bullet For My Valentine,Begging For Mercy,Fever,0,0.333,0.953,7,-3.388,1,0.0772,0.000231,8.98e-05,0.435,0.285,182.039,236387,4
11567,Bullet For My Valentine,Pretty On The Outside,Fever,0,0.448,0.942,4,-3.499,0,0.0725,2.73e-05,0.000187,0.548,0.194,101.721,235773,3
11568,Bullet For My Valentine,The Last Fight - Acoustic Version,Fever,0,0.443,0.317,2,-11.442,0,0.0298,0.722,0.00555,0.0901,0.176,158.932,278493,4
11569,Bullet For My Valentine,Road To Nowhere,Fever,0,0.269,0.656,2,-7.327,1,0.0382,0.0234,0.0,0.114,0.544,85.493,259520,4
11570,Bullet For My Valentine,Watching Us Die Tonight,Fever,0,0.512,0.987,2,-4.115,1,0.0864,0.00029,0.000117,0.27,0.179,118.007,233560,4
11571,Bullet For My Valentine,One Good Reason Why,Fever,0,0.304,0.956,5,-4.954,0,0.397,5.67e-05,7.55e-05,0.433,0.298,199.608,242707,4
11572,Bullet For My Valentine,Your Betrayal,Fever,66,0.569,0.883,2,-4.41,0,0.0748,8.07e-05,7.74e-05,0.0883,0.373,134.001,291427,4
11573,Bullet For My Valentine,Fever,Fever,66,0.438,0.964,0,-3.334,1,0.116,0.000251,0.0,0.248,0.289,173.054,237320,4
11574,Bullet For My Valentine,The Last Fight,Fever,66,0.299,0.971,7,-3.118,1,0.142,0.000456,0.0,0.283,0.336,184.549,259307,4
11575,Bullet For My Valentine,A Place Where You Belong,Fever,66,0.312,0.832,11,-3.882,0,0.0365,5.12e-05,0.00133,0.148,0.33,133.708,306467,4
11576,Bullet For My Valentine,Pleasure And Pain,Fever,66,0.366,0.952,8,-3.082,1,0.0787,3.91e-05,0.00104,0.379,0.431,180.079,233427,4
11577,Bullet For My Valentine,Alone,Fever,66,0.321,0.97,7,-3.509,1,0.0644,2.2e-05,0.0047,0.118,0.08,119.005,356280,4
11578,Bullet For My Valentine,"Breaking Out, Breaking Down",Fever,66,0.469,0.936,4,-3.572,0,0.0437,5.96e-05,0.0,0.195,0.344,94.204,244387,4
11579,Bullet For My Valentine,Bittersweet Memories,Fever,66,0.443,0.872,3,-4.205,1,0.0444,8.21e-05,3.37e-06,0.229,0.211,142.045,308827,4
11580,Bullet For My Valentine,Dignity,Fever,66,0.308,0.933,5,-3.943,0,0.0835,0.000137,1.61e-05,0.315,0.349,93.079,269000,4
11581,Bullet For My Valentine,Begging For Mercy,Fever,66,0.332,0.954,7,-3.366,1,0.0808,0.000205,6.77e-05,0.434,0.302,181.978,236387,4
11582,Bullet For My Valentine,Pretty On The Outside,Fever,66,0.449,0.939,4,-3.524,0,0.0778,2.91e-05,7.78e-05,0.625,0.19,101.671,235627,3
11583,Bullet For My Valentine,Scream Aim Fire,Scream Aim Fire Deluxe Edition,48,0.354,0.993,2,-4.246,1,0.0913,0.000124,4.66e-06,0.074,0.164,100.8,266440,4
11584,Bullet For My Valentine,Eye of the Storm,Scream Aim Fire Deluxe Edition,48,0.255,0.99,2,-3.12,1,0.0927,0.000121,8.71e-05,0.351,0.507,195.853,242920,4
11585,Bullet For My Valentine,Hearts Burst into Fire,Scream Aim Fire Deluxe Edition,48,0.212,0.969,0,-3.664,0,0.123,0.00118,0.000162,0.114,0.0889,91.523,297947,4
11586,Bullet For My Valentine,Waking the Demon,Scream Aim Fire Deluxe Edition,48,0.314,0.995,2,-3.14,1,0.1,2.98e-05,0.00452,0.287,0.142,127.971,247693,4
11587,Bullet For My Valentine,Disappear,Scream Aim Fire Deluxe Edition,48,0.236,0.992,2,-3.014,0,0.199,0.000206,0.000174,0.323,0.411,197.562,245160,4
11588,Bullet For My Valentine,Deliver Us from Evil,Scream Aim Fire Deluxe Edition,48,0.447,0.928,7,-4.191,0,0.0858,0.000634,3.22e-05,0.0771,0.561,93.615,358280,4
11589,Bullet For My Valentine,Take It out On Me,Scream Aim Fire Deluxe Edition,48,0.278,0.982,7,-4.727,1,0.106,5.62e-05,0.000263,0.377,0.0889,117.545,352133,4
11590,Bullet For My Valentine,Say Goodnight,Scream Aim Fire Deluxe Edition,48,0.249,0.968,2,-4.549,0,0.0759,0.000162,0.000126,0.0946,0.356,115.29,283413,4
11591,Bullet For My Valentine,End of Days,Scream Aim Fire Deluxe Edition,48,0.355,0.988,0,-2.607,0,0.0886,0.000181,5.28e-06,0.0423,0.458,102.108,258400,4
11592,Bullet For My Valentine,Last to Know,Scream Aim Fire Deluxe Edition,48,0.363,0.99,7,-3.202,1,0.0498,0.000214,0.000143,0.32,0.647,98.891,195747,4
11593,Bullet For My Valentine,Forever and Always,Scream Aim Fire Deluxe Edition,48,0.403,0.901,0,-5.375,1,0.076,0.000236,0.00624,0.375,0.383,156.014,406467,4
11594,Bullet For My Valentine,Road To Nowhere,Scream Aim Fire Deluxe Edition,48,0.295,0.563,2,-8.686,1,0.0358,0.0305,0.0,0.0968,0.521,87.067,259520,4
11595,Bullet For My Valentine,Watching Us Die Tonight,Scream Aim Fire Deluxe Edition,48,0.554,0.991,0,-4.827,1,0.0753,0.000172,0.00109,0.285,0.142,117.998,233560,4
11596,Bullet For My Valentine,One Good Reason Why,Scream Aim Fire Deluxe Edition,48,0.414,0.958,5,-5.587,0,0.15,0.000121,0.000351,0.382,0.259,199.893,242600,4
11597,Bullet For My Valentine,Ashes Of The Innocent,Scream Aim Fire Deluxe Edition,48,0.197,0.973,4,-3.261,0,0.131,0.000663,0.000356,0.538,0.0383,111.206,253000,4
11598,Bullet For My Valentine,Scream Aim Fire,Scream Aim Fire Deluxe Edition,52,0.354,0.993,2,-4.246,1,0.0913,0.000124,4.66e-06,0.074,0.164,100.8,266440,4
11599,Bullet For My Valentine,Eye of the Storm,Scream Aim Fire Deluxe Edition,52,0.255,0.99,2,-3.12,1,0.0927,0.000121,8.71e-05,0.351,0.507,195.853,242920,4
11600,Bullet For My Valentine,Hearts Burst into Fire,Scream Aim Fire Deluxe Edition,52,0.212,0.969,0,-3.664,0,0.123,0.00118,0.000162,0.114,0.0889,91.523,297947,4
11601,Bullet For My Valentine,Waking the Demon,Scream Aim Fire Deluxe Edition,52,0.314,0.995,2,-3.14,1,0.1,2.98e-05,0.00452,0.287,0.142,127.971,247693,4
11602,Bullet For My Valentine,Disappear,Scream Aim Fire Deluxe Edition,52,0.236,0.992,2,-3.014,0,0.199,0.000206,0.000174,0.323,0.411,197.562,245160,4
11603,Bullet For My Valentine,Deliver Us from Evil,Scream Aim Fire Deluxe Edition,52,0.447,0.928,7,-4.191,0,0.0858,0.000634,3.22e-05,0.0771,0.561,93.615,358280,4
11604,Bullet For My Valentine,Take It out On Me,Scream Aim Fire Deluxe Edition,52,0.278,0.982,7,-4.727,1,0.106,5.62e-05,0.000263,0.377,0.0889,117.545,352133,4
11605,Bullet For My Valentine,Say Goodnight,Scream Aim Fire Deluxe Edition,52,0.249,0.968,2,-4.549,0,0.0759,0.000162,0.000126,0.0946,0.356,115.29,283413,4
11606,Bullet For My Valentine,End of Days,Scream Aim Fire Deluxe Edition,52,0.355,0.988,0,-2.607,0,0.0886,0.000181,5.28e-06,0.0423,0.458,102.108,258400,4
11607,Bullet For My Valentine,Last to Know,Scream Aim Fire Deluxe Edition,52,0.363,0.99,7,-3.202,1,0.0498,0.000214,0.000143,0.32,0.647,98.891,195747,4
11608,Bullet For My Valentine,Forever and Always,Scream Aim Fire Deluxe Edition,52,0.403,0.901,0,-5.375,1,0.076,0.000236,0.00624,0.375,0.383,156.014,406467,4
11609,Bullet For My Valentine,Road To Nowhere,Scream Aim Fire Deluxe Edition,52,0.295,0.563,2,-8.686,1,0.0358,0.0305,0.0,0.0968,0.521,87.067,259520,4
11610,Bullet For My Valentine,Watching Us Die Tonight,Scream Aim Fire Deluxe Edition,52,0.554,0.991,0,-4.827,1,0.0753,0.000172,0.00109,0.285,0.142,117.998,233560,4
11611,Bullet For My Valentine,One Good Reason Why,Scream Aim Fire Deluxe Edition,52,0.414,0.958,5,-5.587,0,0.15,0.000121,0.000351,0.382,0.259,199.893,242600,4
11612,Bullet For My Valentine,Ashes Of The Innocent,Scream Aim Fire Deluxe Edition,52,0.197,0.973,4,-3.261,0,0.131,0.000663,0.000356,0.538,0.0383,111.206,253000,4
11613,Bullet For My Valentine,Scream Aim Fire,Scream Aim Fire,53,0.359,0.994,2,-4.232,1,0.084,0.000116,5.89e-06,0.0816,0.16,100.146,266440,4
11614,Bullet For My Valentine,Eye of the Storm,Scream Aim Fire,53,0.251,0.989,2,-3.101,1,0.0915,0.000134,0.000101,0.372,0.539,196.224,242920,4
11615,Bullet For My Valentine,Hearts Burst into Fire,Scream Aim Fire,53,0.24,0.968,0,-3.669,0,0.109,0.000996,0.000106,0.119,0.119,89.686,297947,4
11616,Bullet For My Valentine,Waking the Demon,Scream Aim Fire,53,0.306,0.995,2,-3.203,1,0.1,2.98e-05,0.00859,0.254,0.135,127.908,247693,4
11617,Bullet For My Valentine,Disappear,Scream Aim Fire,53,0.417,0.992,7,-2.979,1,0.0876,0.000168,9.82e-05,0.319,0.473,98.22,245160,4
11618,Bullet For My Valentine,Deliver Us from Evil,Scream Aim Fire,53,0.433,0.931,7,-4.179,0,0.088,0.000454,1.98e-05,0.0723,0.528,93.348,358280,4
11619,Bullet For My Valentine,Take It out On Me,Scream Aim Fire,53,0.274,0.98,7,-4.768,1,0.0991,5.62e-05,0.00029,0.42,0.093,117.548,352133,4
11620,Bullet For My Valentine,Say Goodnight,Scream Aim Fire,53,0.248,0.965,2,-4.57,0,0.0721,0.000167,0.000135,0.0957,0.366,116.206,283413,4
11621,Bullet For My Valentine,End of Days,Scream Aim Fire,53,0.357,0.989,0,-2.622,0,0.0805,0.000213,4.76e-06,0.042,0.448,102.019,258400,4
11622,Bullet For My Valentine,Last to Know,Scream Aim Fire,53,0.368,0.99,2,-3.219,1,0.0529,0.000192,5.54e-05,0.293,0.663,100.078,195747,4
11623,Bullet For My Valentine,Forever and Always,Scream Aim Fire,53,0.377,0.902,0,-5.305,1,0.0776,0.000222,0.00555,0.397,0.353,156.123,406467,4
11624,Bullet For My Valentine,Scream Aim Fire,Scream Aim Fire,56,0.359,0.994,2,-4.232,1,0.084,0.000116,5.89e-06,0.0816,0.16,100.146,266440,4
11625,Bullet For My Valentine,Eye of the Storm,Scream Aim Fire,56,0.251,0.989,2,-3.101,1,0.0915,0.000134,0.000101,0.372,0.539,196.224,242920,4
11626,Bullet For My Valentine,Hearts Burst into Fire,Scream Aim Fire,56,0.24,0.968,0,-3.669,0,0.109,0.000996,0.000106,0.119,0.119,89.686,297947,4
11627,Bullet For My Valentine,Waking the Demon,Scream Aim Fire,56,0.306,0.995,2,-3.203,1,0.1,2.98e-05,0.00859,0.254,0.135,127.908,247693,4
11628,Bullet For My Valentine,Disappear,Scream Aim Fire,56,0.417,0.992,7,-2.979,1,0.0876,0.000168,9.82e-05,0.319,0.473,98.22,245160,4
11629,Bullet For My Valentine,Deliver Us from Evil,Scream Aim Fire,56,0.433,0.931,7,-4.178,0,0.0881,0.000456,1.98e-05,0.0723,0.544,93.346,358280,4
11630,Bullet For My Valentine,Take It out On Me,Scream Aim Fire,56,0.274,0.98,7,-4.768,1,0.0991,5.62e-05,0.00029,0.42,0.093,117.548,352133,4
11631,Bullet For My Valentine,Say Goodnight,Scream Aim Fire,56,0.248,0.965,2,-4.57,0,0.0721,0.000167,0.000135,0.0957,0.366,116.206,283413,4
11632,Bullet For My Valentine,End of Days,Scream Aim Fire,56,0.356,0.989,0,-2.621,0,0.0807,0.000207,4.65e-06,0.0421,0.452,102.019,258400,4
11633,Bullet For My Valentine,Last to Know,Scream Aim Fire,56,0.368,0.99,7,-3.219,1,0.0529,0.000192,5.54e-05,0.293,0.663,100.032,195747,4
11634,Bullet For My Valentine,Forever and Always,Scream Aim Fire,56,0.377,0.902,0,-5.305,1,0.0776,0.000222,0.00555,0.397,0.353,156.123,406467,4
11635,Bullet For My Valentine,Say Goodnight - Acoustic Version,Scream Aim Fire,56,0.382,0.6,2,-7.396,0,0.0336,0.262,0.0,0.109,0.325,115.819,194307,4
11636,Bullet For My Valentine,Scream Aim Fire,Scream Aim Fire,3,0.359,0.994,2,-4.232,1,0.084,0.000116,5.89e-06,0.0816,0.16,100.146,266440,4
11637,Bullet For My Valentine,Eye of the Storm,Scream Aim Fire,3,0.251,0.989,2,-3.101,1,0.0915,0.000134,0.000101,0.372,0.539,196.224,242920,4
11638,Bullet For My Valentine,Hearts Burst into Fire,Scream Aim Fire,3,0.24,0.968,0,-3.669,0,0.109,0.000996,0.000106,0.119,0.119,89.686,297947,4
11639,Bullet For My Valentine,Waking the Demon,Scream Aim Fire,3,0.306,0.995,2,-3.203,1,0.1,2.98e-05,0.00859,0.254,0.135,127.908,247693,4
11640,Bullet For My Valentine,Disappear,Scream Aim Fire,3,0.417,0.992,7,-2.979,1,0.0876,0.000168,9.82e-05,0.319,0.473,98.22,245160,4
11641,Bullet For My Valentine,Deliver Us from Evil,Scream Aim Fire,3,0.433,0.931,7,-4.179,0,0.088,0.000454,1.98e-05,0.0723,0.528,93.348,358280,4
11642,Bullet For My Valentine,Take It out On Me,Scream Aim Fire,3,0.274,0.98,7,-4.768,1,0.0991,5.62e-05,0.00029,0.42,0.093,117.548,352133,4
11643,Bullet For My Valentine,Say Goodnight,Scream Aim Fire,3,0.248,0.965,2,-4.57,0,0.0721,0.000167,0.000135,0.0957,0.366,116.206,283413,4
11644,Bullet For My Valentine,End of Days,Scream Aim Fire,3,0.357,0.989,0,-2.622,0,0.0805,0.000213,4.76e-06,0.042,0.448,102.019,258400,4
11645,Bullet For My Valentine,Last to Know,Scream Aim Fire,3,0.368,0.99,2,-3.219,1,0.0529,0.000192,5.54e-05,0.293,0.663,100.078,195747,4
11646,Bullet For My Valentine,Forever and Always,Scream Aim Fire,3,0.377,0.902,0,-5.305,1,0.0776,0.000222,0.00555,0.397,0.353,156.123,406467,4
11647,Bullet For My Valentine,Scream Aim Fire,Scream Aim Fire,3,0.359,0.994,2,-4.232,1,0.084,0.000116,5.89e-06,0.0816,0.16,100.146,266440,4
11648,Bullet For My Valentine,Eye of the Storm,Scream Aim Fire,3,0.251,0.989,2,-3.101,1,0.0915,0.000134,0.000101,0.372,0.539,196.224,242920,4
11649,Bullet For My Valentine,Hearts Burst into Fire,Scream Aim Fire,3,0.24,0.968,0,-3.669,0,0.109,0.000996,0.000106,0.119,0.119,89.686,297947,4
11650,Bullet For My Valentine,Waking the Demon,Scream Aim Fire,3,0.306,0.995,2,-3.203,1,0.1,2.98e-05,0.00859,0.254,0.135,127.908,247693,4
11651,Bullet For My Valentine,Disappear,Scream Aim Fire,3,0.417,0.992,7,-2.979,1,0.0876,0.000168,9.82e-05,0.319,0.473,98.22,245160,4
11652,Bullet For My Valentine,Deliver Us from Evil,Scream Aim Fire,3,0.433,0.931,7,-4.179,0,0.088,0.000454,1.98e-05,0.0723,0.528,93.348,358280,4
11653,Bullet For My Valentine,Take It out On Me,Scream Aim Fire,3,0.274,0.98,7,-4.768,1,0.0991,5.62e-05,0.00029,0.42,0.093,117.548,352133,4
11654,Bullet For My Valentine,Say Goodnight,Scream Aim Fire,3,0.248,0.965,2,-4.57,0,0.0721,0.000167,0.000135,0.0957,0.366,116.206,283413,4
11655,Bullet For My Valentine,End of Days,Scream Aim Fire,3,0.357,0.989,0,-2.622,0,0.0805,0.000213,4.76e-06,0.042,0.448,102.019,258400,4
11656,Bullet For My Valentine,Last to Know,Scream Aim Fire,3,0.368,0.99,2,-3.219,1,0.0529,0.000192,5.54e-05,0.293,0.663,100.078,195747,4
11657,Bullet For My Valentine,Forever and Always,Scream Aim Fire,3,0.377,0.902,0,-5.305,1,0.0776,0.000222,0.00555,0.397,0.353,156.123,406467,4
11658,Dance Gavin Dance,The Backwards Pumpkin Song - Tree City Sessions,Tree City Sessions 2,53,0.487,0.946,9,-4.155,1,0.0693,0.00124,0.0,0.0748,0.253,155.937,287170,4
11659,Dance Gavin Dance,Uneasy Hearts Weigh The Most - Tree City Sessions,Tree City Sessions 2,53,0.565,0.747,6,-5.371,0,0.053,0.0641,0.0,0.565,0.556,170.004,254232,4
11660,Dance Gavin Dance,NASA - Tree City Sessions,Tree City Sessions 2,53,0.246,0.951,0,-4.027,1,0.139,0.000836,9.15e-06,0.0482,0.511,169.323,213533,4
11661,Dance Gavin Dance,Blue Dream - Tree City Sessions,Tree City Sessions 2,53,0.309,0.767,3,-5.484,0,0.0549,0.0598,0.0,0.116,0.328,104.66,311831,3
11662,Dance Gavin Dance,"Strawberry Swisher, Pt. 3 - Tree City Sessions",Tree City Sessions 2,53,0.271,0.971,10,-4.393,0,0.234,0.0144,7.37e-06,0.641,0.182,93.528,246471,3
11663,Dance Gavin Dance,Jesus H. Macy - Tree City Sessions,Tree City Sessions 2,53,0.205,0.933,7,-3.418,0,0.121,0.00288,0.0,0.333,0.375,182.127,200700,4
11664,Dance Gavin Dance,"Stroke God, Millionaire - Tree City Sessions",Tree City Sessions 2,53,0.448,0.941,8,-4.609,1,0.23,0.00928,0.0,0.0789,0.439,148.078,201159,4
11665,Dance Gavin Dance,Awkward - Tree City Sessions,Tree City Sessions 2,53,0.515,0.938,9,-4.142,1,0.161,0.00989,0.0,0.0769,0.449,140.905,245337,4
11666,Dance Gavin Dance,Summertime Gladness - Tree City Sessions,Tree City Sessions 2,53,0.588,0.884,1,-4.486,1,0.0746,0.0517,1.71e-06,0.0703,0.4,120.058,237931,4
11667,Dance Gavin Dance,Inspire The Liars - Tree City Sessions,Tree City Sessions 2,53,0.191,0.935,7,-4.151,0,0.16,0.00462,1.78e-05,0.151,0.253,178.413,310172,3
11668,Dance Gavin Dance,Man Of The Year - Tree City Sessions,Tree City Sessions 2,53,0.215,0.765,4,-5.153,0,0.0641,0.0155,5.17e-06,0.315,0.135,178.679,384431,3
11669,Dance Gavin Dance,Son of Robot - Tree City Sessions,Tree City Sessions 2,53,0.597,0.657,0,-4.979,0,0.043,0.0488,1.11e-05,0.0876,0.308,109.047,271250,3
11670,Dance Gavin Dance,Evaporate - Tree City Sessions,Tree City Sessions 2,53,0.569,0.884,6,-5.286,0,0.0925,0.0447,4.41e-06,0.506,0.323,137.956,344749,4
11671,Dance Gavin Dance,Strawberry's Wake - Tree City Sessions,Tree City Sessions 2,53,0.661,0.836,7,-5.372,1,0.0611,0.0208,0.0,0.0566,0.509,129.999,248559,4
11672,Dance Gavin Dance,Nothing Shameful - Tree City Sessions,Tree City Sessions 2,53,0.278,0.917,6,-4.23,0,0.0834,0.00463,1.44e-06,0.235,0.309,135.451,265345,3
11673,Dance Gavin Dance,The Backwards Pumpkin Song (Tree City Sessions),Tree City Sessions 2,2,0.487,0.946,9,-4.155,1,0.0693,0.00124,0.0,0.0748,0.253,155.937,287170,4
11674,Dance Gavin Dance,Uneasy Hearts Weigh The Most (Tree City Sessions),Tree City Sessions 2,2,0.565,0.747,6,-5.371,0,0.053,0.0641,0.0,0.565,0.556,170.004,254232,4
11675,Dance Gavin Dance,NASA (Tree City Sessions),Tree City Sessions 2,2,0.246,0.951,0,-4.027,1,0.139,0.000836,9.15e-06,0.0482,0.511,169.323,213533,4
11676,Dance Gavin Dance,Blue Dream (Tree City Sessions),Tree City Sessions 2,2,0.309,0.767,3,-5.484,0,0.0549,0.0598,0.0,0.116,0.328,104.66,311831,3
11677,Dance Gavin Dance,"Strawberry Swisher, Pt. 3 (Tree City Sessions)",Tree City Sessions 2,2,0.271,0.971,10,-4.393,0,0.234,0.0144,7.37e-06,0.641,0.182,93.528,246471,3
11678,Dance Gavin Dance,Jesus H. Macy (Tree City Sessions),Tree City Sessions 2,2,0.205,0.933,7,-3.418,0,0.121,0.00288,0.0,0.333,0.375,182.127,200700,4
11679,Dance Gavin Dance,"Stroke God, Millionaire (Tree City Sessions)",Tree City Sessions 2,2,0.448,0.941,8,-4.609,1,0.23,0.00928,0.0,0.0789,0.439,148.078,201159,4
11680,Dance Gavin Dance,Awkward (Tree City Sessions),Tree City Sessions 2,2,0.515,0.938,9,-4.142,1,0.161,0.00989,0.0,0.0769,0.449,140.905,245337,4
11681,Dance Gavin Dance,Summertime Gladness (Tree City Sessions),Tree City Sessions 2,2,0.588,0.884,1,-4.486,1,0.0746,0.0517,1.71e-06,0.0703,0.4,120.058,237931,4
11682,Dance Gavin Dance,Inspire The Liars (Tree City Sessions),Tree City Sessions 2,2,0.191,0.935,7,-4.151,0,0.16,0.00462,1.78e-05,0.151,0.253,178.413,310172,3
11683,Dance Gavin Dance,Man Of The Year (Tree City Sessions),Tree City Sessions 2,2,0.215,0.765,4,-5.153,0,0.0641,0.0155,5.17e-06,0.315,0.135,178.679,384431,3
11684,Dance Gavin Dance,Son of Robot (Tree City Sessions),Tree City Sessions 2,2,0.597,0.657,0,-4.979,0,0.043,0.0488,1.11e-05,0.0876,0.308,109.047,271250,3
11685,Dance Gavin Dance,Evaporate (Tree City Sessions),Tree City Sessions 2,2,0.569,0.884,6,-5.286,0,0.0925,0.0447,4.41e-06,0.506,0.323,137.956,344749,4
11686,Dance Gavin Dance,Strawberry's Wake (Tree City Sessions),Tree City Sessions 2,2,0.661,0.836,7,-5.372,1,0.0611,0.0208,0.0,0.0566,0.509,129.999,248559,4
11687,Dance Gavin Dance,Nothing Shameful (Tree City Sessions),Tree City Sessions 2,2,0.278,0.917,6,-4.23,0,0.0834,0.00463,1.44e-06,0.235,0.309,135.451,265345,3
