,artist,song,album,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
169,King Crimson,"Improv - Wilton Carpet - Live (Pittsburgh, PA - Stanley Warner Theatre: April 29th, 1974)","The Great Deceiver (Pt, II.)",39,0.234,0.408,5,-18.146,1,0.0459,0.139,0.523,0.57,0.126,98.383,352670,3
170,King Crimson,"The Talking Drum - Live (Pittsburgh, PA - Stanley Warner Theatre: April 29th, 1974)","The Great Deceiver (Pt, II.)",39,0.283,0.45,9,-14.182,0,0.0544,0.0229,0.626,0.28,0.198,84.505,329269,4
171,King Crimson,"Larks' Tongues In Aspic: Part Two (abbreviated) - Live (Pittsburgh, PA - Stanley Warner Theatre: April 29th, 1974)","The Great Deceiver (Pt, II.)",39,0.435,0.892,7,-11.602,1,0.185,0.0932,0.916,0.702,0.127,119.01,176949,4
172,King Crimson,"Improv - The Golden Walnut - Live (Toronto Massey Hall: June 24th, 1974)","The Great Deceiver (Pt, II.)",39,0.241,0.471,2,-15.403,1,0.074,0.00965,0.652,0.943,0.13,88.629,705393,4
173,King Crimson,"The Night Watch - Live (Toronto Massey Hall: June 24th, 1974)","The Great Deceiver (Pt, II.)",39,0.281,0.246,2,-20.479,1,0.0663,0.178,0.00232,0.969,0.258,121.42,277159,4
174,King Crimson,"Fracture - Live (Toronto Massey Hall: June 24th, 1974)","The Great Deceiver (Pt, II.)",39,0.364,0.432,2,-15.744,1,0.0374,0.0126,0.714,0.372,0.162,131.859,711663,4
175,King Crimson,"Improv - Clueless And Slightly Slack - Live (Toronto Massey Hall: June 24th, 1974)","The Great Deceiver (Pt, II.)",39,0.287,0.139,9,-19.338,1,0.0519,0.107,0.0143,0.664,0.0663,137.59,493888,4
176,King Crimson,Walk On...No Pussyfooting - Live (Zurich Volkshaus: November 15th 1973),"The Great Deceiver (Pt, II.)",39,0.148,0.00614,2,-37.559,1,0.0374,0.615,0.321,0.117,0.0284,104.478,52245,3
177,King Crimson,Improv - Some Pussyfooting - Live (Zurich Volkshaus: November 15th 1973),"The Great Deceiver (Pt, II.)",39,0.103,0.388,7,-15.747,1,0.0362,0.00557,0.0404,0.0923,0.0874,65.65,147531,4
178,King Crimson,Larks' Tongues In Aspic: Part One - Live (Zurich Volkshaus: November 15th 1973),"The Great Deceiver (Pt, II.)",39,0.362,0.413,7,-15.722,1,0.07,0.148,0.337,0.338,0.11,132.648,496013,4
179,King Crimson,Improv - The Law Of Maximum Distress: Part One - Live (Zurich Volkshaus: November 15th 1973),"The Great Deceiver (Pt, II.)",39,0.275,0.592,4,-15.086,0,0.103,0.0741,0.0486,0.198,0.0514,104.065,391993,4
180,King Crimson,Improv - The Law Of Maximum Distress: Part Two - Live (Zurich Volkshaus: November 15th 1973),"The Great Deceiver (Pt, II.)",39,0.198,0.662,2,-15.216,0,0.0557,0.0257,0.535,0.712,0.0383,79.401,153574,4
181,King Crimson,Easy Money - Live (Zurich Volkshaus: November 15th 1973),"The Great Deceiver (Pt, II.)",39,0.349,0.492,11,-13.01,0,0.0624,0.0195,0.000806,0.35,0.321,147.321,452363,4
182,King Crimson,Improv - Some More Pussyfooting - Live (Zurich Volkshaus: November 15th 1973),"The Great Deceiver (Pt, II.)",39,0.179,0.114,3,-19.305,1,0.0365,0.451,0.309,0.104,0.0345,145.772,353008,4
183,King Crimson,The Talking Drum - Live (Zurich Volkshaus: November 15th 1973),"The Great Deceiver (Pt, II.)",39,0.31,0.596,1,-13.031,1,0.209,0.00276,0.699,0.147,0.341,166.531,362664,4
184,King Crimson,"Walk On...No Pussyfooting - Live in Providence, Rhode Island - Palace Theatre: June 30th 1974",The Great Deceiver (Pt. I),36,0.194,0.0448,1,-39.317,0,0.0365,0.707,0.528,0.462,0.0767,67.325,48800,4
185,King Crimson,"Larks' Tongues In Aspic: Part Two - Live in Providence, Rhode Island - Palace Theatre: June 30th 1974",The Great Deceiver (Pt. I),36,0.446,0.858,7,-11.4,1,0.0554,0.0174,0.883,0.899,0.361,113.162,384229,5
186,King Crimson,"Lament - Live in Providence, Rhode Island - Palace Theatre: June 30th 1974",The Great Deceiver (Pt. I),36,0.31,0.544,11,-13.867,1,0.186,0.0772,5.92e-05,0.146,0.269,169.218,279031,4
187,King Crimson,"Exiles - Live in Providence, Rhode Island - Palace Theatre: June 30th 1974",The Great Deceiver (Pt. I),36,0.187,0.536,4,-12.148,0,0.0408,0.00337,0.000715,0.78,0.229,75.195,433226,4
188,King Crimson,"Announcement - Live in Providence, Rhode Island - Palace Theatre: June 30th 1974",The Great Deceiver (Pt. I),36,0.354,0.286,6,-31.596,1,0.828,0.794,0.0,0.719,0.187,79.19,103816,3
189,King Crimson,"Improv - A Voyage To The Centre Of The Cosmos - Live in Glasgow Apollo: October 23rd, 1973)",The Great Deceiver (Pt. I),36,0.223,0.637,4,-12.682,0,0.0553,0.00745,0.705,0.937,0.101,105.668,903121,4
190,King Crimson,"Easy Money - Live in Providence, Rhode Island - Palace Theatre: June 30th 1974",The Great Deceiver (Pt. I),36,0.244,0.515,11,-11.107,0,0.0515,0.0127,0.0044,0.133,0.246,72.71,432888,4
191,King Crimson,"Improv - Providence - Live in Providence, Rhode Island - Palace Theatre: June 30th 1974",The Great Deceiver (Pt. I),36,0.298,0.416,9,-15.041,1,0.0513,0.0423,0.294,0.0884,0.113,99.491,618546,4
192,King Crimson,"Fracture - Live in Providence, Rhode Island - Palace Theatre: June 30th 1974",The Great Deceiver (Pt. I),36,0.361,0.477,4,-14.132,1,0.0375,0.00516,0.872,0.902,0.214,131.071,674478,4
193,King Crimson,"Starless - Live in Providence, Rhode Island - Palace Theatre: June 30th 1974",The Great Deceiver (Pt. I),36,0.305,0.4,7,-13.805,1,0.0396,0.0116,0.582,0.985,0.117,120.325,735078,4
194,King Crimson,"21st Century Schizoid Man - Live in Providence, Rhode Island - Palace Theatre: June 30th 1974",The Great Deceiver (Pt. I),36,0.312,0.809,0,-11.098,1,0.152,0.00106,0.119,0.883,0.473,125.774,481883,4
195,King Crimson,"Walk On To Glasgow - Live in Glasgow Apollo: October 23rd, 1973)",The Great Deceiver (Pt. I),36,0.184,0.605,5,-26.743,0,0.0537,0.858,0.988,0.983,0.0257,137.682,48457,5
196,King Crimson,"Sharks' Lungs In Lemsip - Live in Glasgow Apollo: October 23rd, 1973)",The Great Deceiver (Pt. I),36,0.228,0.244,11,-17.995,0,0.041,0.11,0.169,0.4,0.151,80.958,152930,4
197,King Crimson,"Larks' Tongues In Aspic: Part One - Live in Glasgow Apollo: October 23rd, 1973)",The Great Deceiver (Pt. I),36,0.353,0.512,7,-13.11,1,0.0772,0.326,0.224,0.278,0.166,150.415,470093,4
198,King Crimson,"Book Of Saturday - Live in Glasgow Apollo: October 23rd, 1973)",The Great Deceiver (Pt. I),36,0.334,0.199,9,-18.621,0,0.0367,0.884,0.0,0.886,0.159,111.396,182864,5
199,King Crimson,"Easy Money - Live in Glasgow Apollo: October 23rd, 1973)",The Great Deceiver (Pt. I),36,0.409,0.44,2,-12.092,1,0.0512,0.122,0.00512,0.267,0.336,141.821,400880,4
200,King Crimson,"We'll Let You Know - Live in Glasgow Apollo: October 23rd, 1973)",The Great Deceiver (Pt. I),36,0.437,0.251,2,-14.841,1,0.0359,0.281,0.729,0.117,0.12,89.243,295424,4
201,King Crimson,"The NIght Watch - Live in Glasgow Apollo: October 23rd, 1973)",The Great Deceiver (Pt. I),36,0.239,0.286,2,-17.862,1,0.0428,0.0703,0.00634,0.715,0.242,119.617,316932,4
202,King Crimson,"Improv - Tight Scrummy - Live in Glasgow Apollo: October 23rd, 1973)",The Great Deceiver (Pt. I),36,0.511,0.497,9,-12.087,1,0.0443,0.00995,0.613,0.992,0.151,144.97,537658,4
203,King Crimson,"Peace - A Theme - Live in Glasgow Apollo: October 23rd, 1973)",The Great Deceiver (Pt. I),36,0.198,0.00758,9,-35.972,1,0.0506,0.954,0.923,0.326,0.164,173.853,61476,4
204,King Crimson,"Cat Food - Live in Glasgow Apollo: October 23rd, 1973)",The Great Deceiver (Pt. I),36,0.448,0.618,2,-10.969,1,0.0532,0.0284,0.00191,0.736,0.507,84.072,271366,4
205,King Crimson,"Applause & Announcement - Live in Penn State University: June 29th, 1974)",The Great Deceiver (Pt. I),36,0.356,0.142,11,-30.275,1,0.685,0.802,5.44e-05,0.387,0.303,88.214,132170,1
206,King Crimson,"Improv - Is There Life Out There? - Live in Penn State University: June 29th, 1974)",The Great Deceiver (Pt. I),36,0.175,0.619,5,-12.876,0,0.0537,0.00304,0.825,0.618,0.266,79.554,720687,4
207,King Crimson,"Easy Money - Live in Penn State University: June 29th, 1974)",The Great Deceiver (Pt. I),36,0.343,0.673,11,-9.728,0,0.052,0.0325,0.0,0.293,0.659,146.434,137651,4
208,King Crimson,"...It Is For You, But Not For Us - Live in Penn State University: June 29th, 1974)",The Great Deceiver (Pt. I),36,0.286,0.258,11,-17.4,0,0.0326,0.0487,0.789,0.742,0.245,76.9,476985,4
209,King Crimson,Walk On: No Pussyfooting - Live,USA (Live),38,0.164,0.212,1,-35.47,0,0.0562,0.899,0.0457,0.826,0.34,134.421,34467,4
210,King Crimson,Larks' Tongues In Aspic Part II - Live,USA (Live),38,0.395,0.935,0,-6.428,0,0.0744,0.0297,0.862,0.948,0.24,113.937,384533,5
211,King Crimson,Lament - Live,USA (Live),38,0.276,0.632,11,-10.215,1,0.242,0.263,2.45e-05,0.933,0.371,167.529,262000,4
212,King Crimson,Exiles - Live,USA (Live),38,0.212,0.593,4,-8.554,0,0.0401,0.0308,0.00834,0.944,0.19,73.495,443200,4
213,King Crimson,Asbury Park - Live,USA (Live),38,0.26,0.901,0,-7.453,0,0.0835,0.00143,0.894,0.139,0.567,90.341,413800,4
214,King Crimson,Easy Money - Live,USA (Live),38,0.212,0.352,11,-11.302,0,0.0352,0.195,0.0999,0.947,0.252,67.479,432000,4
215,King Crimson,21st Century Schizoid Man - Live,USA (Live),38,0.31,0.893,0,-6.583,1,0.14,0.00771,0.394,0.673,0.469,125.588,490500,4
216,King Crimson,Fracture - Live,USA (Live),38,0.325,0.713,4,-9.189,1,0.0535,0.15,0.857,0.979,0.207,133.786,679800,4
217,King Crimson,Starless - Live,USA (Live),38,0.255,0.682,0,-9.276,1,0.0664,0.00409,0.7,0.988,0.136,117.542,893039,4
218,King Crimson,"Introductory Soundscape - Live at The Anthem, Washington DC","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.0911,0.119,11,-27.969,1,0.0474,0.46,0.104,0.208,0.0359,81.902,413095,4
219,King Crimson,"The Hell Hounds Of Krim - Live at The Anthem, Washington DC","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.797,0.55,10,-10.826,0,0.0806,0.319,0.803,0.0871,0.468,101.967,215434,3
220,King Crimson,"Larks' Tongues In Aspic, Pt. I - Live at The Anthem, Washington DC","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.284,0.746,0,-9.116,1,0.0823,0.102,0.873,0.951,0.145,147.882,483837,5
221,King Crimson,"Pictures Of A City - Live at The Anthem, Washington DC","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.36,0.824,2,-5.765,0,0.073,0.0257,0.313,0.765,0.556,125.292,514990,4
222,King Crimson,"The Court Of The Crimson King - Live at The Anthem, Washington DC","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.458,0.545,4,-8.721,0,0.0481,0.0188,0.0348,0.872,0.199,138.072,586120,4
223,King Crimson,"Red - Live at The Anthem, Washington DC","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.256,0.954,4,-6.215,1,0.0949,0.00265,0.915,0.974,0.215,187.694,367480,4
224,King Crimson,"Tony Cadenza Deals It Slitheryacious-To-The-Max - Live at The Anthem, Washington DC","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.427,0.0393,4,-27.548,1,0.0361,0.869,0.924,0.291,0.431,131.194,70647,3
225,King Crimson,"Neurotica - Live at The Anthem, Washington DC","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.504,0.909,7,-7.677,1,0.0916,0.0269,0.275,0.959,0.465,157.946,286070,4
226,King Crimson,"One More Red Nightmare - Live at The Anthem, Washington DC","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.291,0.904,9,-5.232,1,0.0704,0.00497,0.0795,0.684,0.349,110.333,368559,4
227,King Crimson,"Indisciipline - Live at The Anthem, Washington DC","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.729,0.568,10,-8.168,1,0.0894,0.1,0.168,0.668,0.44,129.988,560955,4
228,King Crimson,"Epitaph - Live at The Anthem, Washington DC","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.481,0.618,4,-8.755,0,0.0462,0.0626,0.0293,0.979,0.201,126.023,547614,4
229,King Crimson,"Radical Action II - Live at The Anthem, Washington DC","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.457,0.82,0,-6.34,1,0.0339,0.00151,0.69,0.904,0.671,170.044,148985,4
230,King Crimson,"Level Five - Live at The Anthem, Washington DC","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.508,0.863,11,-6.379,0,0.0727,0.018,0.861,0.959,0.391,128.004,426028,1
231,King Crimson,"Starless - Live at The Anthem, Washington DC","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.294,0.771,7,-8.445,0,0.13,0.0514,0.496,0.875,0.109,125.747,921803,4
232,King Crimson,"21st Century Schizoid Man - Live at The Anthem, Washington DC","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.395,0.908,7,-8.315,0,0.173,0.0434,0.755,0.966,0.229,127.756,880364,4
233,King Crimson,"Tony Cadenza Serves It Piping Hot - Live at The Egg, Albany, NY","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.388,0.0251,2,-34.226,1,0.0542,0.919,0.917,0.107,0.157,89.457,78685,3
234,King Crimson,"Discipline - Live at The Egg, Albany, NY","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.713,0.953,9,-8.77,1,0.0364,0.597,0.886,0.732,0.863,107.973,307955,3
235,King Crimson,"Larks' Tongues In Aspic, Pt. II - Live at The Egg, Albany, NY","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.406,0.913,0,-4.829,0,0.0757,0.00212,0.873,0.948,0.405,110.463,413194,4
236,King Crimson,"Islands - Live at The Egg, Albany, NY","Music Is Our Friend (Live in Washington and Albany, 2021)",41,0.491,0.187,4,-13.943,1,0.032,0.584,0.00667,0.708,0.121,77.873,548992,4
237,King Crimson,Bude,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.442,0.00137,3,-30.362,1,0.0556,0.948,0.0,0.0819,0.0,140.012,26173,5
238,King Crimson,Happy With What You Have To Be Happy With,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.245,0.802,10,-5.224,0,0.0516,0.0174,0.0,0.309,0.485,185.751,234253,3
239,King Crimson,Bude II,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.289,0.00215,2,-28.857,1,0.0577,0.959,0.0,0.109,0.0,81.614,18817,4
240,King Crimson,Mie Gakure,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.0811,0.224,8,-13.737,0,0.0386,0.75,0.352,0.106,0.0303,171.099,119610,4
241,King Crimson,She Shudders,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.331,0.0054,2,-29.245,1,0.0654,0.921,0.0,0.178,0.0382,117.821,35720,1
242,King Crimson,Eyes Wide Open - Acoustic Version,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.638,0.444,1,-10.373,0,0.0304,0.577,0.291,0.0942,0.203,128.074,248213,4
243,King Crimson,ShoGaNai,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.45,0.287,0,-15.755,0,0.053,0.976,0.7,0.11,0.794,97.511,173573,3
244,King Crimson,I Ran,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.379,0.00402,2,-21.321,0,0.0701,0.886,0.0,0.159,0.296,63.076,40080,4
245,King Crimson,Potato Pie,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.356,0.396,7,-7.289,1,0.0317,0.0546,0.00104,0.105,0.178,105.025,273277,4
246,King Crimson,Larks' Tongues In Aspic: Pt. IV,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.123,0.791,0,-4.445,0,0.0603,0.00262,0.251,0.126,0.109,89.83,658530,4
247,King Crimson,Clouds,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.328,0.00329,9,-30.586,0,0.0344,0.933,0.0,0.0903,0.0356,98.054,32215,3
248,King Crimson,Einstein's Relatives,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.46,0.426,2,-14.531,1,0.369,0.711,1.76e-05,0.728,0.396,156.329,197547,4
249,King Crimson,Dangerous Curves,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.482,0.694,0,-12.593,1,0.0827,0.0086,0.809,0.314,0.144,120.042,338160,3
250,King Crimson,Level Five,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.182,0.77,2,-6.615,0,0.0595,0.00187,0.878,0.0773,0.0635,128.175,515907,4
251,King Crimson,Virtuous Circle,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.481,0.326,8,-13.104,1,0.0307,0.0557,0.859,0.405,0.14,104.965,600414,3
252,King Crimson,The ConstruKction Of Light,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.386,0.661,11,-9.008,0,0.0359,0.00525,0.0206,0.978,0.333,167.21,503319,3
253,King Crimson,The Deception Of The Thrush,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.231,0.23,6,-14.258,0,0.0311,0.136,0.388,0.933,0.0456,58.81,405666,4
254,King Crimson,Improv: ProjeKct X,Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.262,0.592,10,-11.178,0,0.0417,0.000956,0.874,0.971,0.0752,79.635,324493,4
255,King Crimson,"Introductory Soundscape - Live In Japan, 2003",Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.0954,0.0468,7,-25.537,0,0.0396,0.827,0.854,0.0775,0.0298,80.207,302347,4
256,King Crimson,"The Power to Believe I: A Cappella - Live In Japan, 2003",Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.443,0.0111,0,-30.107,0,0.101,0.886,0.0,0.428,0.684,125.254,43601,4
257,King Crimson,"Level Five - Live In Japan, 2003",Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.344,0.68,11,-8.353,0,0.0471,0.000195,0.893,0.965,0.281,128.356,443925,1
258,King Crimson,"ProzaKc Blues - Live In Japan, 2003",Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.425,0.801,0,-9.259,1,0.101,0.00125,0.00698,0.172,0.356,115.994,361015,3
259,King Crimson,"EleKtriK - Live In Japan, 2003",Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.311,0.587,0,-11.967,1,0.0591,0.0807,0.191,0.473,0.0804,74.131,482308,3
260,King Crimson,"Happy With What You Have To Be Happy With - Live In Japan, 2003",Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.211,0.808,7,-8.427,0,0.113,0.0179,0.000457,0.38,0.204,186.668,255346,3
261,King Crimson,"One Time - Live In Japan, 2003",Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.469,0.291,0,-14.274,0,0.0302,0.0949,0.00233,0.734,0.153,140.442,360711,3
262,King Crimson,"Facts Of Life - Live In Japan, 2003",Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.326,0.929,7,-7.456,1,0.15,0.000142,0.00263,0.973,0.303,109.684,329282,4
263,King Crimson,"The Power To Believe II: Power Circle - Live In Japan, 2003",Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.261,0.189,7,-16.408,0,0.032,0.364,0.646,0.384,0.0513,104.899,525929,3
264,King Crimson,"Dangerous Curves - Live In Japan, 2003",Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.316,0.544,11,-14.755,0,0.0685,0.0372,0.875,0.266,0.0314,120.05,362754,3
265,King Crimson,"Larks' Tongues In Aspic: Pt. IV - Live In Japan, 2003",Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.189,0.827,0,-7.816,1,0.0597,0.000288,0.85,0.679,0.203,183.643,632671,3
266,King Crimson,"The World's My Oyster Soup Kitchen Floor Wax Museum - Live In Japan, 2003",Happy With What You Have To Be Happy With / Level Five / EleKtriK,38,0.23,0.866,11,-8.792,0,0.176,0.00593,0.00728,0.979,0.224,184.731,390036,4
267,King Crimson,"Walk On 1 (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.285,0.158,9,-29.212,0,0.0657,0.473,6.29e-05,0.568,0.0657,104.281,226000,4
268,King Crimson,"Larks' Tongues in Aspic, Pt. One (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.288,0.513,0,-11.826,1,0.0444,0.0271,0.52,0.144,0.116,144.345,568396,4
269,King Crimson,"Neurotica (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.318,0.862,11,-10.117,0,0.0573,0.00393,0.776,0.981,0.431,157.975,297479,4
270,King Crimson,"Cirkus (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.429,0.646,4,-9.852,0,0.0367,0.00652,0.0132,0.902,0.215,129.977,460625,4
271,King Crimson,"Dawn Song (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.126,0.078,2,-24.752,0,0.0452,0.447,0.0371,0.142,0.0924,63.495,139875,3
272,King Crimson,"Last Skirmish (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.208,0.733,5,-8.583,1,0.0472,0.000205,0.789,0.336,0.26,157.721,370500,4
273,King Crimson,"Prince Rupert's Lament (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.233,0.23,2,-19.888,0,0.0393,0.0978,0.902,0.718,0.0379,147.994,150625,4
274,King Crimson,"The Hell Hounds of Krim (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.756,0.439,11,-14.747,1,0.108,0.0847,0.91,0.704,0.41,101.924,222500,3
275,King Crimson,"Red (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.483,0.836,11,-8.025,1,0.0301,0.000186,0.887,0.701,0.295,87.034,402667,4
276,King Crimson,"Fallen Angel (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.403,0.654,4,-8.769,0,0.0324,0.016,0.16,0.976,0.487,147.997,368833,4
277,King Crimson,"Islands (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.453,0.142,4,-15.441,1,0.0311,0.281,0.0117,0.761,0.149,77.74,542500,4
278,King Crimson,"The Talking Drum (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.407,0.84,9,-11.751,1,0.0754,0.000227,0.787,0.926,0.187,149.981,228000,4
279,King Crimson,"Larks' Tongues in Aspic, Pt. Two (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.295,0.869,7,-8.059,1,0.0561,0.000315,0.863,0.971,0.319,112.392,422000,4
280,King Crimson,"Walk On 2 (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.227,0.818,4,-34.549,0,0.0946,0.734,0.99,0.979,0.0212,98.084,38750,4
281,King Crimson,"Indiscipline (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.546,0.421,7,-10.103,0,0.0794,0.0085,0.165,0.929,0.5,129.491,479250,4
282,King Crimson,"The ConstruKction of Light (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.564,0.672,11,-11.465,0,0.0341,0.0443,0.807,0.985,0.485,160.137,365000,3
283,King Crimson,"Epitaph (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.466,0.526,4,-10.234,0,0.0332,0.00964,0.016,0.736,0.2,124.91,513000,4
284,King Crimson,"Banshee Legs Bell Hassle (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.587,0.123,7,-31.647,1,0.0438,0.881,0.872,0.6,0.772,107.062,100000,1
285,King Crimson,"Easy Money (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.498,0.512,11,-10.151,0,0.0345,0.00796,0.0617,0.919,0.438,134.998,596500,4
286,King Crimson,"Interlude (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.244,0.0426,4,-27.523,1,0.0393,0.907,0.899,0.345,0.0802,86.694,167000,4
287,King Crimson,"The Letters (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.302,0.395,5,-13.269,0,0.0488,0.0699,0.314,0.218,0.159,94.211,372500,4
288,King Crimson,"The Sailor's Tale (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.231,0.83,4,-9.185,0,0.0945,0.00011,0.842,0.97,0.169,117.404,384000,3
289,King Crimson,"CatalytiKc No. 9 (Live in Mexico, July 2017)","Meltdown (Live in Mexico, 2017)",32,0.635,0.387,11,-18.624,0,0.0859,0.0238,0.922,0.796,0.474,96.741,72500,4
